brand_name,price,rating,has_5G,has_nfc,has_ir_blaster,processor_brand,num_cores,processor_speed,ram_capacity,internal_memory,battery_capacity,fast_charging_available,fast_charging,refresh_rate,num_rear_cameras,num_front_cameras,rear_main_camera,front_main_camera,os,extended_memory_available,extended_upto,ppi
oppo,19990,82,1,0,0,dimensity,8,2.4,8,128,4310,1,50,60,4,1,48,16,android,1,256,409.3
xiaomi,6171,60,0,0,0,helio,4,2.0,2,32,5000,1,10,60,2,1,8,5,android,1,512,269.1
motorola,19990,81,1,1,0,snapdragon,8,2.2,6,128,5000,1,33,120,3,1,108,16,android,0,0,404.89
infinix,6999,61,0,0,0,helio,4,2.0,2,32,5000,0,0,60,2,1,8,5,android,1,512,265.84
samsung,7249,66,0,0,0,unisoc,8,1.6,3,32,5000,1,15,60,2,1,48,5,android,1,1024,264.33
motorola,16499,84,1,0,0,snapdragon,8,2.2,8,128,5000,1,28,120,3,1,50,16,android,1,1024,401.8
oneplus,29990,84,1,1,0,dimensity,8,3.0,8,128,4500,1,80,90,3,1,50,32,android,0,0,409.3
samsung,41999,87,1,1,0,snapdragon,8,2.4,8,128,5000,1,25,120,4,1,108,32,android,1,1024,392.81
motorola,15999,84,0,1,0,snapdragon,8,2.3,6,128,6000,1,20,120,3,1,108,32,android,1,1024,396.26
motorola,49990,89,1,1,1,snapdragon,8,3.2,8,128,5000,1,67,144,3,2,50,32,android,0,0,398.76
others,19999,82,1,1,0,snapdragon,8,3.2,6,128,4200,1,55,120,4,1,50,16,android,1,0,389.37
poco,42999,86,1,1,0,dimensity,8,3.0,8,128,4500,1,150,120,3,1,64,20,android,0,0,396.21
realme,21999,85,0,0,0,snapdragon,8,2.3,8,128,4500,1,65,60,4,1,64,32,android,1,256,411.22
xiaomi,28999,85,1,0,0,dimensity,8,3.1,8,128,5080,1,120,120,3,1,50,32,android,0,0,402.79
samsung,11499,69,0,0,0,helio,8,2.3,4,128,5000,0,0,60,2,1,13,5,android,1,1024,269.93
realme,9999,67,0,0,0,unisoc,8,1.8,4,64,5000,0,0,60,2,1,50,5,android,1,1024,269.93
oppo,18999,79,1,1,0,dimensity,8,2.2,8,128,5000,1,33,90,2,1,50,8,android,1,1024,269.13
others,6490,62,0,0,0,unisoc,4,1.3,1,16,5000,0,0,60,2,1,8,8,android,0,0,269.93
vivo,118990,84,1,1,0,snapdragon,8,3.0,12,512,4600,1,66,120,4,1,50,16,android,0,0,359.57
realme,27999,85,1,0,0,dimensity,8,2.6,8,256,5000,1,67,120,3,1,108,16,android,0,0,394.44
motorola,18999,87,1,1,0,dimensity,8,2.4,6,128,5000,1,30,90,3,1,108,32,android,1,1024,394.57
oppo,19990,82,1,0,0,snapdragon,8,2.2,8,128,4500,1,33,90,3,1,64,32,android,1,256,404.89
iqoo,30990,83,1,1,0,snapdragon,8,2.8,8,128,4500,1,66,120,3,1,48,16,android,0,0,397.55
xiaomi,32990,86,1,1,0,dimensity,8,3.1,8,256,5000,1,80,120,3,2,64,32,android,0,0,392.81
realme,11879,74,0,0,0,tiger,8,1.8,4,128,5000,1,18,60,3,1,50,8,android,1,1024,399.86
realme,8999,62,0,0,0,unisoc,8,1.6,4,64,5000,0,0,60,1,1,8,5,android,1,256,269.93
apple,169900,78,1,1,0,bionic,6,3.1,6,512,4323,1,29,120,3,1,48,12,ios,0,0,459.59
apple,119990,75,1,1,0,bionic,6,3.1,6,128,3200,1,0,120,3,1,48,12,ios,0,0,461.44
xiaomi,13990,75,0,0,1,snapdragon,8,2.2,4,64,5000,1,33,60,4,1,48,13,android,1,512,409.3
vivo,31999,85,1,0,0,dimensity,8,2.0,12,256,4500,1,44,90,3,1,64,50,android,1,1024,409.8
realme,12787,71,0,0,0,tiger,8,1.8,4,128,5000,1,18,90,3,1,50,8,android,1,1024,399.86
apple,129990,76,1,1,0,bionic,6,3.1,6,256,3200,1,0,120,3,1,48,12,ios,0,0,461.44
realme,26999,84,1,1,0,dimensity,8,3.0,8,128,4500,1,50,120,3,1,64,16,android,0,0,409.3
tecno,11499,75,0,1,0,helio,8,2.0,4,128,5000,1,18,90,3,1,48,16,android,0,0,395.09
oppo,17994,80,0,0,0,helio,8,2.2,8,128,4310,1,30,60,4,1,48,16,android,1,256,409.3
vivo,21990,82,1,0,0,dimensity,8,2.2,8,128,5000,1,18,60,3,1,50,16,android,1,512,401.08
xiaomi,14990,77,1,0,1,dimensity,8,2.4,4,128,5000,1,33,90,2,1,50,16,android,1,512,398.76
motorola,19499,80,0,0,0,snapdragon,8,2.2,6,128,5000,1,18,60,4,1,64,16,android,1,1024,396.49
samsung,78990,86,1,1,0,exynos,8,2.7,8,256,4500,1,25,60,3,1,16,10,android,1,512,502.06
samsung,17499,75,0,0,0,exynos,8,2.0,6,128,5000,0,0,60,4,1,48,13,android,1,512,269.93
others,5785,62,0,0,0,unisoc,8,1.6,2,32,5000,1,18,60,2,1,8,5,android,1,128,267.5
vivo,23999,81,1,0,0,snapdragon,8,2.4,6,128,4700,1,66,90,3,1,64,16,android,1,1024,409.23
realme,30994,85,1,1,0,snapdragon,8,2.8,8,128,4500,1,65,120,3,1,64,16,android,0,0,409.3
vivo,8990,71,1,0,0,snapdragon,8,2.0,6,64,5000,1,18,90,2,1,13,8,android,0,0,401.08
vivo,23269,85,0,0,0,snapdragon,8,2.3,8,128,4000,1,33,60,3,1,64,44,android,1,1024,408.67
samsung,6499,61,0,0,0,unisoc,4,1.6,2,32,5000,0,0,60,1,1,8,5,android,1,1024,269.93
poco,27999,85,1,1,0,snapdragon,8,3.2,8,128,4500,1,67,120,3,1,64,20,android,0,0,394.57
apple,62999,79,1,1,0,bionic,6,3.2,4,128,3240,1,0,60,2,1,12,12,ios,0,0,457.25
motorola,14999,81,1,0,0,snapdragon,8,2.2,6,128,5000,1,32,120,3,1,50,16,android,1,1024,401.8
motorola,11999,78,0,0,0,helio,8,2.0,6,128,5000,1,20,60,3,1,50,13,android,1,1024,406.77
samsung,64449,87,1,1,0,snapdragon,8,3.0,8,128,4500,1,45,120,3,1,50,10,android,0,0,390.49
xiaomi,14990,73,0,0,0,snapdragon,8,2.4,4,128,6000,1,18,60,2,1,50,5,android,1,512,261.87
vivo,18990,80,1,0,0,dimensity,8,3.0,8,128,6000,1,44,120,2,1,50,16,android,0,0,401.08
motorola,19990,82,1,1,0,snapdragon,8,2.2,6,128,5000,1,20,60,3,1,48,16,android,1,1024,394.57
poco,14499,77,0,0,0,helio,8,2.2,6,128,5000,1,18,90,3,1,50,8,android,1,512,399.97
xiaomi,11999,80,0,0,1,snapdragon,8,2.3,6,128,5020,1,18,60,4,1,48,16,android,1,512,394.57
motorola,24999,85,1,1,0,snapdragon,8,2.5,8,128,4020,1,33,144,3,1,50,32,android,0,0,404.89
poco,11999,77,0,0,1,helio,8,2.0,6,64,5000,1,33,90,3,1,64,16,android,1,1024,409.3
samsung,12999,75,0,0,0,exynos,8,2.0,6,128,6000,1,15,60,3,1,50,8,android,1,1024,398.76
others,39990,87,1,0,0,snapdragon,8,3.2,6,128,6000,1,33,144,4,1,200,16,others,1,512,404.27
google,40480,84,1,1,0,tensor,8,2.8,8,128,4614,1,30,90,2,1,50,8,android,0,0,411.22
samsung,14999,60,0,0,0,exynos,8,2.3,4,64,6000,0,0,60,3,1,48,8,android,1,512,269.93
oneplus,28999,84,1,1,0,dimensity,8,3.0,8,128,4500,1,80,90,3,1,50,32,android,0,0,409.3
motorola,9999,75,0,0,0,helio,8,2.0,4,64,5000,1,20,60,3,1,50,13,android,1,1024,406.77
poco,14999,80,1,0,1,snapdragon,8,2.2,6,64,5000,1,67,120,3,1,64,16,android,1,1024,394.57
xiaomi,9999,69,0,0,1,helio,8,2.0,6,128,5000,0,0,60,1,1,13,5,android,1,512,268.69
realme,16999,78,1,0,0,dimensity,8,2.4,6,128,5000,1,18,90,3,1,50,8,android,1,1024,399.86
apple,179900,86,1,1,0,bionic,6,3.2,6,1024,4352,1,31,120,3,1,12,12,ios,0,0,456.77
xiaomi,10300,65,0,0,0,snapdragon,8,2.0,4,64,4100,0,0,60,1,1,13,5,android,1,128,400.53
others,6999,67,0,0,0,helio,4,2.0,3,32,4000,0,0,60,2,1,8,5,android,1,512,269.93
others,13499,75,0,0,0,unisoc,8,1.6,6,128,5050,1,18,90,3,1,50,8,android,1,512,269.93
tecno,21999,82,1,1,0,dimensity,8,2.4,8,128,5000,1,33,120,3,1,64,16,android,0,0,395.09
oppo,8999,65,0,0,0,helio,8,2.0,3,32,4230,0,0,60,1,1,13,5,android,1,1024,269.1
others,46990,87,1,1,0,snapdragon,8,3.0,12,256,5600,1,67,144,2,1,64,16,android,0,0,388.24
realme,32990,85,1,1,0,snapdragon,8,3.2,8,128,4500,1,65,120,3,1,50,32,android,0,0,401.8
poco,39999,86,1,1,0,snapdragon,8,3.0,8,128,4700,1,120,120,3,1,64,20,android,0,0,394.57
motorola,12999,79,0,1,0,snapdragon,8,2.4,6,128,5000,1,33,90,3,1,50,16,android,1,1024,407.07
samsung,11999,71,0,0,0,helio,8,2.3,4,64,5000,1,15,60,4,1,48,8,android,1,1024,264.33
vivo,73999,86,1,1,1,snapdragon,8,3.2,12,256,4700,1,80,120,4,1,50,32,android,0,0,517.56
xiaomi,19980,82,0,0,1,snapdragon,8,2.3,6,128,5020,1,33,120,4,1,108,16,android,1,512,394.57
samsung,15999,78,1,1,0,snapdragon,8,2.2,4,128,5000,1,25,120,3,1,50,8,android,1,1024,399.86
poco,14799,79,1,0,0,dimensity,8,2.2,6,128,5000,1,18,90,3,1,48,8,android,1,1024,404.89
xiaomi,26999,82,1,0,1,dimensity,8,2.6,8,128,5000,1,67,120,3,1,50,16,android,0,0,394.57
infinix,12999,77,0,0,1,helio,8,2.0,8,128,5000,1,18,60,2,1,50,8,android,1,1024,396.26
apple,43900,61,1,1,0,bionic,6,3.2,4,64,2955,0,0,60,1,1,12,7,ios,0,0,325.61
oppo,30990,87,1,1,0,snapdragon,8,3.0,8,128,5000,1,67,120,2,1,108,16,android,1,1024,394.44
others,6190,61,0,0,0,tiger,4,2.0,4,32,3500,0,0,60,2,1,13,5,others,1,256,280.28
xiaomi,27990,83,1,1,1,dimensity,8,2.8,8,128,5500,1,67,120,3,1,48,20,android,0,0,526.1
vivo,54999,86,1,0,0,dimensity,8,3.0,8,128,4500,1,80,120,3,1,50,32,android,0,0,388.17
others,10999,65,0,0,0,tiger,4,1.8,8,128,5000,1,10,60,2,1,13,5,android,0,0,269.93
infinix,9999,73,0,0,0,helio,8,2.0,4,64,5000,1,33,60,3,1,50,8,android,1,512,392.81
vivo,10499,66,0,0,0,helio,8,2.3,3,64,5000,1,10,60,2,1,13,5,android,1,1024,269.51
iqoo,33749,84,1,0,1,snapdragon,8,3.2,12,256,4700,1,80,120,3,1,64,16,android,0,0,397.55
iqoo,21788,78,1,0,0,snapdragon,8,2.4,6,128,4700,1,66,90,3,1,64,16,android,0,0,409.23
samsung,24990,72,1,0,0,snapdragon,8,2.1,6,128,6000,1,16,60,3,1,64,32,android,1,1024,392.81
vivo,24990,77,1,0,0,dimensity,8,3.0,8,128,4500,1,62,90,3,1,50,16,android,0,0,399.97
oppo,16990,78,1,0,0,snapdragon,8,2.2,6,128,5000,1,67,120,3,1,64,16,android,0,0,401.02
xiaomi,13990,71,0,0,0,snapdragon,8,2.4,4,64,6000,1,18,60,2,1,50,5,android,1,512,261.87
motorola,10999,78,0,1,0,snapdragon,8,2.4,4,64,5000,1,20,60,3,1,50,16,android,1,1024,406.77
samsung,25289,87,1,0,0,dimensity,8,2.4,8,128,5000,1,25,120,4,1,108,32,android,1,1024,392.81
motorola,10499,65,0,0,0,tiger,8,2.0,2,64,5000,1,10,60,1,1,13,5,android,1,1024,269.93
huawei,21990,63,0,0,0,kirin,8,2.0,4,64,5000,1,22,60,3,1,50,5,others,1,1024,269.1
xiaomi,10999,78,0,0,1,helio,8,2.0,6,64,5000,1,33,60,4,1,64,13,android,1,512,409.3
xiaomi,23500,80,1,1,1,snapdragon,8,2.8,6,128,5000,1,33,144,3,1,64,20,android,0,0,394.57
apple,84990,75,1,1,0,bionic,6,3.1,8,128,4532,1,30,120,2,1,12,12,ios,0,0,456.09
vivo,32999,85,1,0,0,snapdragon,8,2.4,8,128,4300,1,33,60,4,2,64,44,android,0,0,408.67
others,39990,88,1,1,0,snapdragon,8,3.2,8,128,4700,1,66,120,3,1,50,32,android,0,0,394.57
xiaomi,11936,76,0,0,1,snapdragon,8,2.4,4,64,5000,1,33,90,4,1,50,13,android,1,512,409.3
xiaomi,7499,66,0,0,0,helio,8,2.0,4,64,5000,1,10,60,1,1,13,5,android,1,512,268.69
oppo,45999,86,1,1,0,dimensity,8,2.8,12,256,4500,1,80,120,3,1,50,32,android,0,0,394.44
samsung,24990,74,1,0,0,snapdragon,8,2.2,8,128,5000,1,26,60,3,1,64,32,android,1,1024,404.89
xiaomi,42990,87,1,1,0,snapdragon,8,3.0,8,128,4500,1,67,120,3,1,50,32,android,0,0,419.08
oppo,50990,85,1,1,0,snapdragon,8,2.8,12,256,4500,1,65,120,4,1,50,32,android,0,0,525.92
samsung,36499,89,1,1,0,exynos,8,2.4,8,256,5000,1,25,120,4,1,64,32,android,1,1024,404.89
apple,130990,75,1,1,0,bionic,6,2.7,8,128,3982,0,0,120,3,1,50,12,ios,0,0,460.27
others,54999,85,1,1,0,snapdragon,8,2.4,6,128,4300,1,25,60,3,1,48,16,android,1,256,395.09
samsung,69999,84,1,1,0,snapdragon,8,2.8,8,128,3300,1,15,120,2,1,12,10,others,0,0,425.73
samsung,11999,71,0,0,0,helio,8,2.3,4,64,5000,1,13,60,2,1,50,5,android,1,1024,269.93
realme,6490,61,0,0,0,helio,8,2.3,2,32,5000,0,0,60,2,1,13,5,android,1,256,269.93
apple,40999,74,1,1,0,bionic,6,3.1,4,64,3322,0,0,60,2,1,12,12,ios,0,0,477.26
samsung,19499,84,1,1,0,exynos,8,2.4,8,128,6000,1,25,120,4,1,50,8,android,1,1024,398.76
others,5490,65,0,0,0,others,4,1.3,1,16,4000,0,0,60,2,1,8,5,android,1,32,292.42
samsung,18999,79,1,0,0,exynos,8,2.4,6,128,5000,1,15,90,3,1,50,13,android,1,1024,399.86
realme,7145,61,0,0,0,unisoc,8,1.6,2,32,5000,1,10,60,1,1,8,5,android,1,1024,269.93
motorola,59990,86,1,1,0,snapdragon,8,3.2,8,128,4450,1,125,144,3,1,200,60,android,0,0,386.39
poco,12999,76,1,0,1,dimensity,8,2.4,4,64,5000,1,33,90,2,1,50,16,android,1,1024,398.76
xiaomi,11999,77,0,0,0,snapdragon,8,2.8,6,64,4000,1,5,60,2,1,12,20,android,1,256,403.26
poco,6499,60,0,0,0,helio,4,2.0,2,32,5000,1,10,60,2,1,8,5,android,1,512,269.1
realme,8990,62,0,0,0,unisoc,8,1.6,4,64,5000,1,10,60,1,1,8,5,android,1,1024,269.93
others,109999,87,1,0,0,snapdragon,8,2.8,8,128,4450,0,0,60,3,1,64,32,others,1,256,307.69
vivo,14499,72,0,0,0,helio,8,2.0,4,64,5000,1,18,60,2,1,50,8,android,1,1024,269.54
xiaomi,13774,76,0,0,1,helio,8,2.2,6,128,5000,1,18,90,3,1,50,8,android,1,512,399.97
vivo,13490,69,0,0,0,snapdragon,4,1.2,3,16,2730,0,0,60,1,1,13,5,android,1,0,282.42
xiaomi,17990,79,1,0,0,snapdragon,8,2.0,6,128,5100,1,18,120,2,1,64,16,android,1,1024,392.14
oppo,21990,76,1,0,0,snapdragon,8,2.4,6,128,5000,1,33,90,2,1,48,8,android,1,1024,267.46
others,17990,82,1,1,0,snapdragon,8,2.0,6,128,4470,1,18,60,4,1,48,16,android,1,1024,394.57
realme,13999,77,0,0,0,helio,8,2.0,6,128,5000,1,18,120,3,1,50,16,android,1,256,400.42
xiaomi,32999,83,1,0,1,snapdragon,8,2.4,6,128,5200,1,210,120,4,1,108,32,android,1,512,402.79
xiaomi,11999,80,0,0,1,helio,8,2.0,6,64,5000,1,33,60,4,1,64,13,android,1,512,409.3
oppo,21899,82,0,0,0,snapdragon,8,2.4,8,128,4500,1,33,90,3,1,64,32,android,1,512,409.3
realme,6999,67,0,0,0,helio,8,2.0,2,16,4000,0,0,60,2,1,13,5,android,1,256,281.66
samsung,13999,75,0,0,0,helio,8,2.3,6,128,5000,1,15,60,4,1,48,8,android,1,1024,264.33
others,6999,69,0,0,0,tiger,4,2.0,3,32,4800,0,0,60,1,1,13,5,android,1,0,258.02
samsung,17990,69,0,0,0,exynos,8,2.2,4,64,3100,1,15,60,2,1,16,25,android,1,512,436.81
infinix,19499,85,1,0,0,dimensity,8,2.6,8,256,5000,1,33,120,3,1,50,16,android,1,256,396.26
infinix,19999,78,1,0,0,dimensity,8,2.4,6,128,5000,1,18,120,2,1,50,8,android,1,1024,399.86
xiaomi,16499,78,0,0,1,snapdragon,8,2.2,6,128,5000,1,33,60,4,1,48,13,android,1,512,409.3
motorola,59990,89,1,1,0,snapdragon,8,3.2,8,128,4800,1,125,165,3,1,50,60,android,0,0,400.99
samsung,74999,89,1,1,0,exynos,8,2.7,8,128,4000,1,25,60,3,1,64,10,android,1,1024,565.98
oppo,45999,86,1,1,0,snapdragon,8,3.2,16,256,4700,1,80,120,3,1,50,32,android,0,0,394.44
oneplus,24999,85,1,0,0,snapdragon,8,2.2,8,256,5000,1,33,120,3,1,64,16,android,1,1024,401.02
samsung,27499,85,1,1,0,exynos,8,2.4,8,128,5000,1,25,90,4,1,48,13,android,1,1024,411.22
samsung,51999,79,1,1,0,exynos,8,2.6,8,128,4200,1,33,120,3,1,12,32,android,0,0,411.22
others,7499,67,0,0,0,helio,8,2.0,6,128,4000,0,0,60,1,1,16,13,android,1,256,271.27
realme,10499,72,0,0,0,helio,8,2.0,4,64,6000,1,18,60,3,1,48,8,android,1,256,269.93
others,9990,69,0,0,0,helio,8,2.0,4,64,2150,0,0,60,1,1,8,2,android,1,0,325.93
oppo,29340,83,1,1,0,dimensity,8,3.0,8,128,4500,1,80,90,3,1,50,32,android,0,0,409.3
realme,22999,83,1,0,1,dimensity,8,2.5,8,128,5000,1,33,90,3,1,48,16,android,1,1024,411.22
infinix,36999,89,1,0,0,dimensity,8,2.5,8,256,4500,1,180,120,3,1,200,32,android,1,256,387.03
motorola,12999,77,1,1,0,snapdragon,8,2.2,4,64,5000,0,0,120,3,1,50,13,android,1,512,387.03
others,59999,89,1,1,1,snapdragon,8,2.8,16,512,5000,1,120,144,2,1,64,20,android,0,0,404.89
vivo,31990,86,1,0,0,snapdragon,8,2.7,8,256,4700,1,80,120,3,1,64,32,android,1,1024,395.67
tecno,8999,64,0,0,0,helio,8,1.8,4,64,5000,0,0,60,2,1,16,8,android,1,256,269.1
xiaomi,12990,73,1,0,0,dimensity,8,2.2,4,128,5000,1,18,90,2,1,13,5,android,1,512,399.97
oppo,17999,80,0,0,0,snapdragon,8,2.4,8,128,5000,1,33,90,2,1,50,16,android,1,1024,401.02
motorola,23990,85,1,0,0,snapdragon,8,2.9,6,128,5000,1,33,144,3,1,108,16,android,0,0,395.09
motorola,42990,87,1,1,0,snapdragon,8,3.2,8,128,4500,1,67,144,3,1,50,32,android,0,0,394.57
samsung,17478,81,1,1,0,exynos,8,2.4,6,128,6000,1,25,120,4,1,50,8,android,1,1024,398.76
realme,8999,67,0,0,1,helio,8,2.1,2,16,4000,0,0,60,2,1,13,8,android,1,256,271.27
realme,28999,82,1,0,0,snapdragon,8,3.0,6,128,5000,1,65,120,3,1,64,32,android,1,256,411.22
vivo,9990,72,0,0,0,snapdragon,8,2.0,4,64,5000,1,18,60,3,1,16,16,android,1,256,394.67
realme,20490,81,1,0,0,dimensity,8,2.5,6,128,5000,1,33,90,3,1,48,16,android,1,256,411.22
vivo,9999,65,0,0,0,helio,8,2.3,3,32,5000,1,10,60,2,1,13,5,android,1,1024,269.51
oppo,42990,85,1,1,0,dimensity,8,2.8,8,256,4500,1,80,120,3,1,50,32,android,0,0,394.44
vivo,12489,68,0,0,0,helio,8,2.3,4,64,5000,1,10,60,2,1,13,5,android,1,1024,269.51
others,59990,88,0,1,0,snapdragon,8,2.8,12,256,3730,1,21,60,3,1,48,16,android,1,1024,535.37
samsung,23999,83,0,1,0,exynos,8,2.7,6,128,7000,1,33,60,4,1,64,32,android,1,1024,392.22
realme,24494,82,1,0,0,dimensity,8,2.5,8,256,4500,1,60,90,3,1,50,16,android,0,0,411.22
poco,19990,84,1,0,1,dimensity,8,2.5,8,128,5100,1,120,120,3,1,108,32,android,1,1024,391.06
vivo,12990,71,0,0,0,helio,8,2.3,4,128,5000,1,10,60,3,1,13,16,android,1,256,268.29
samsung,19990,82,0,0,0,snapdragon,8,2.4,8,128,5000,1,25,60,4,1,50,8,android,1,1024,399.86
samsung,18499,76,0,0,0,helio,8,2.0,6,128,5000,1,15,60,4,1,48,13,android,1,1024,274.15
oneplus,34999,76,1,1,0,dimensity,8,3.0,8,128,5000,1,120,120,3,1,64,32,android,0,0,400.58
poco,7499,68,0,0,0,helio,8,2.3,4,64,5000,0,0,60,3,1,13,5,android,1,512,268.69
oneplus,21995,84,1,0,0,snapdragon,8,2.2,8,128,5000,1,33,120,3,1,64,16,android,1,1024,401.02
xiaomi,109990,86,1,1,1,snapdragon,8,2.8,12,256,5020,1,67,90,3,1,108,20,android,0,0,387.02
xiaomi,6999,61,0,0,0,helio,8,2.0,2,32,5000,0,0,60,1,1,13,5,android,1,512,268.69
oppo,14999,74,0,0,0,helio,8,2.3,6,128,5000,1,9,60,3,1,13,16,android,1,256,269.51
oneplus,50999,87,1,1,0,snapdragon,8,3.2,12,256,4800,1,150,120,3,1,50,16,android,0,0,394.44
oneplus,65499,88,1,1,0,snapdragon,8,3.0,12,256,5000,1,80,120,3,1,50,32,android,0,0,525.92
samsung,91999,86,1,1,0,snapdragon,8,3.0,12,256,5000,1,45,120,4,1,108,40,android,0,0,500.0
others,5890,64,0,0,0,unisoc,8,1.6,3,32,4000,0,0,60,2,1,8,5,android,1,128,276.17
realme,24999,78,1,0,0,dimensity,8,2.2,6,128,4200,1,66,90,3,1,50,16,android,0,0,411.22
samsung,39990,86,1,1,0,snapdragon,8,3.0,6,128,4500,1,25,120,3,1,64,10,android,1,1024,522.96
xiaomi,54999,88,1,1,0,snapdragon,8,2.8,8,256,4780,1,30,90,4,1,108,20,android,0,0,386.39
huawei,21990,81,0,0,0,kirin,8,2.2,8,128,4200,1,40,60,4,1,48,16,android,1,256,402.69
vivo,82990,87,1,1,0,snapdragon,8,3.2,12,256,4500,1,120,120,4,1,50,32,android,0,0,517.56
realme,11828,70,0,0,0,tiger,8,1.8,4,64,5000,1,18,60,3,1,50,8,android,1,1024,399.86
xiaomi,11989,75,0,0,0,helio,8,2.0,4,64,5020,1,22,60,4,1,48,13,android,1,512,394.67
infinix,12799,77,0,0,0,helio,8,2.0,6,128,5000,1,33,60,3,1,50,16,android,1,512,392.81
samsung,14490,80,0,0,0,helio,8,2.0,6,128,6000,1,15,90,4,1,64,20,android,1,1024,411.22
oneplus,24999,79,0,0,0,snapdragon,8,2.4,8,128,4300,1,30,90,3,1,64,16,android,0,0,401.8
xiaomi,12499,77,0,0,0,snapdragon,8,2.3,4,128,5020,1,18,60,4,1,48,16,android,1,512,394.57
iqoo,22990,83,1,0,0,snapdragon,8,3.2,8,128,4700,1,80,120,3,1,64,16,android,0,0,397.55
vivo,9990,65,0,0,1,snapdragon,8,1.8,4,64,5000,0,0,60,2,1,13,13,android,1,256,262.1
oppo,58990,88,1,1,0,snapdragon,8,3.2,12,256,4700,1,80,120,4,1,64,32,android,0,0,392.68
motorola,22490,87,1,1,0,snapdragon,8,3.2,6,128,5000,1,20,90,4,2,64,16,android,1,1024,409.21
apple,142990,79,1,1,0,bionic,6,3.2,8,256,4352,1,25,120,3,1,50,12,ios,0,0,458.14
samsung,14499,72,0,0,1,exynos,8,2.0,4,128,5000,1,15,90,3,1,50,5,android,1,1024,269.93
vivo,20000,73,0,0,0,helio,8,2.0,4,128,5000,1,18,60,3,1,16,16,android,1,256,394.67
tecno,15499,71,0,0,0,dimensity,8,2.4,4,128,6000,1,18,120,2,1,50,8,android,1,1024,387.03
apple,51999,74,1,1,0,bionic,6,3.1,4,64,3299,0,0,60,2,1,12,12,ios,0,0,457.25
realme,17999,79,1,0,0,dimensity,8,2.4,6,128,5000,1,33,90,3,1,48,16,android,1,1024,398.76
samsung,17999,77,0,0,0,exynos,8,1.8,6,64,4000,1,15,60,3,1,48,16,android,1,1024,412.36
realme,12999,80,1,0,0,dimensity,8,2.4,8,128,5000,1,33,90,2,1,50,8,android,1,1024,399.86
oneplus,74999,85,1,1,0,snapdragon,8,3.0,12,512,5000,1,80,120,3,1,50,32,android,0,0,525.92
xiaomi,69990,86,1,1,1,snapdragon,8,3.2,8,256,4860,1,67,120,3,1,50,32,android,0,0,521.41
realme,24999,85,1,1,0,snapdragon,8,2.8,8,128,4200,1,65,90,4,2,64,32,android,0,0,408.67
vivo,13990,69,0,0,0,helio,8,2.0,4,64,5000,1,18,60,3,1,13,8,android,1,256,269.51
oppo,11990,71,0,0,0,helio,8,2.3,4,128,5000,1,10,60,3,1,13,16,android,1,256,269.51
samsung,70990,88,1,1,0,snapdragon,8,3.2,8,128,3900,1,25,120,3,1,50,12,android,0,0,422.49
motorola,18999,83,1,1,0,snapdragon,8,2.2,6,128,5000,1,30,120,3,1,50,16,android,1,1024,398.76
motorola,11999,75,0,1,0,snapdragon,8,2.4,4,64,5000,1,33,90,3,1,50,16,android,1,1024,407.07
vivo,79999,86,1,1,0,snapdragon,8,3.0,12,256,4700,1,80,120,4,1,50,32,android,0,0,517.56
others,7790,68,0,0,0,unisoc,8,1.8,6,64,5000,0,0,60,2,1,13,5,android,1,256,269.1
tecno,11999,73,0,0,0,helio,8,2.2,8,128,6000,1,18,90,2,1,50,8,android,1,512,257.26
others,79990,77,1,1,0,snapdragon,8,2.8,8,128,5000,1,18,60,3,1,64,10,others,1,1024,395.09
xiaomi,9299,67,0,0,0,helio,8,2.0,4,128,5000,1,10,60,1,1,13,5,android,1,512,268.69
realme,46999,89,1,1,1,snapdragon,8,3.0,12,256,5000,1,65,120,3,1,50,32,android,0,0,525.92
others,26749,85,1,1,0,snapdragon,8,2.5,8,128,4500,1,33,120,2,1,50,16,android,0,0,401.8
apple,172999,77,1,1,0,bionic,6,3.2,6,1024,3200,1,0,120,3,1,48,12,ios,0,0,461.44
oppo,29990,87,1,1,0,snapdragon,8,2.2,8,256,5000,1,66,120,3,1,108,16,android,1,1024,394.57
others,15990,73,0,1,0,helio,8,2.3,4,64,4000,1,9,60,3,1,13,8,android,1,512,294.8
xiaomi,16999,83,1,1,0,dimensity,8,2.6,6,128,5000,1,67,120,3,1,64,16,android,1,1024,398.76
xiaomi,17990,81,1,0,1,snapdragon,8,2.2,6,64,5000,1,67,120,3,1,108,16,android,1,512,394.57
xiaomi,21890,83,1,1,1,snapdragon,8,2.4,6,128,4250,1,33,90,3,1,64,20,android,1,512,401.8
apple,147900,84,1,1,0,bionic,6,3.2,6,1024,3095,1,0,120,3,1,12,12,ios,0,0,457.25
iqoo,27999,82,1,0,0,snapdragon,8,2.4,12,256,4700,1,66,90,3,1,64,16,android,0,0,409.23
xiaomi,38999,88,1,1,1,snapdragon,8,2.8,12,256,5000,1,120,120,3,1,108,16,android,0,0,394.57
vivo,29990,76,1,0,0,snapdragon,8,2.2,8,128,4500,1,67,90,3,1,50,16,android,1,1024,409.8
google,70990,80,1,1,0,tensor,8,2.8,12,256,5000,1,67,120,3,1,50,12,android,0,0,510.59
apple,71999,60,0,1,0,bionic,6,3.2,4,64,3060,1,0,60,2,1,12,7,ios,0,0,323.61
